CodIBGE,PIB_2016,PIB_2017,PIBCap2016,PIBCap2017,ChgPIB,ChgPIBCap,PopEst
1506807,4574029.219,4835187.733,15534.3,16318.44,0.057095943531619,0.050477974546648,304589
5100250,1582973.345,1491332.969,31607.63,29714.34,-0.057891294436167,-0.059899777363883,51782
5107909,5108280.048,5626287.117,38427.19,41408.12,0.101405377961377,0.07757345775218,142996
5107925,5640161.601,5731412.989,68124.48,67251.95,0.016178860546092,-0.012807877579396,90313
1500107,1246638.758,1337194.373,8205.13,8718.18,0.072639820011115,0.06252795507201,157698
1500800,6718793.209,6979135.032,13152.6,13523.96,0.03874830120553,0.028234721651993,530598
1501402,29466893.59,30238483.961,20377.62,20821.46,0.026184991934876,0.021780757517316,1492745
1501709,1047905.467,1115894.549,8527.81,8985.82,0.064880930714717,0.053707810094268,127686
1502103,1138430.813,1183524.775,8590.96,8825.69,0.039610630250922,0.027322906869547,137890
1502400,3605674.382,3757158.777,18723.87,19242.51,0.042012777347902,0.027699401886469,200793
1502707,543396.398,559361.433,11689.71,12010.94,0.029380089854773,0.027479723620175,47864
1504208,7487234.798,8596000.284,28049.22,31650.18,0.148087446956542,0.128380040514495,279349
1505502,2667464.763,2949844.235,24574.28,26810.43,0.105860619385434,0.090995544935599,113145
1505536,12645408.96,18431904.397,64432.25,91086.52,0.457596543955507,0.413679019435143,208273
1506138,1645578.496,1699977.816,20154.79,20614.79,0.033057870002696,0.022823358615992,84787
1508407,1157431.927,1217202.496,26799.85,27962.38,0.051640677611963,0.043378227863216,44751
1702109,3799312.14,4013612,21947.13,22809.8,0.056404910179346,0.039306733955647,180470
1709500,2033483.182,2155992.052,24028.49,25209.5,0.060245824054226,0.049150404374141,86647
1716109,1221527.525,1196353.021,24564.67,23756.02,-0.020609035396071,-0.032919229120521,51252
1718204,1528242.287,2627603.828,29103.83,49738.85,0.71936338259432,0.70901389954518,53010
1721000,8100688.649,8246273.481,28945.92,28754,0.017971908106599,-0.006630295392235,299127
2100055,2001693.68,2202287.042,18107.83,19780.01,0.100211817624363,0.092345686921072,112445
2101202,1129028.542,1137995.225,10959.31,11010.12,0.007941945368464,0.004636240785232,104949
2101400,2387268.32,3046412.874,25529.28,32142.28,0.27610828178711,0.259035899171461,94887
2101608,602675.79,651887.137,6954.33,7481.35,0.081654760016161,0.075783001381873,88212
2103000,1669413.292,1714089.313,10309.73,10538.06,0.02676151029472,0.022147039738189,164880
2103307,1025607.563,957335.755,8507.88,7924.31,-0.066567184625958,-0.068591705571776,122859
2105302,6977203.509,6599566.706,27483.05,25924.47,-0.05412437841506,-0.056710590709546,258682
2108603,796278.658,830416.394,9719.72,10081.05,0.042871594833074,0.037174939195779,83387
2109106,519290.496,552912.86,11055.79,11704.58,0.064746734744785,0.058683278173699,47804
2109908,1223195.67,1225219.499,14603.75,13920.89,0.001654542318646,-0.046759222802362,89044
2111201,1914648.868,1996204.159,10878.19,11315.2,0.042595429565731,0.040173043493449,177687
2111300,28350665.345,29727649.883,26179.47,27226.41,0.048569743293268,0.039990878348569,1101884
2207702,1917307.062,2037540.021,12764.94,13534.25,0.062709287094881,0.060267419980039,153078
2208007,1397869.663,1425585.848,18213.52,18531.43,0.019827445815311,0.017454616131313,78222
2208403,641357.35,657160.43,10229.8,10475.51,0.024640054409605,0.024019042405521,63742
2211001,19161572.632,19113869.984,22611.39,22481.67,-0.002489495456147,-0.005736931696813,864845
2302800,643018.347,713662.633,8322.68,9206.89,0.109863561949034,0.106241018518073,76997
2303709,5443796.422,5860369.779,15199.17,16178.9,0.076522581799074,0.064459440877364,361400
2304103,666758.771,745267.064,8967.84,10013.53,0.117746172100974,0.116604444325501,75074
2304202,1512879.334,1537561.923,11667.87,11772.7,0.016314975322414,0.008984501884234,132123
2304400,60088000.548,61579403.172,23024.73,23436.66,0.024820307056292,0.017890763539898,2669342
2305407,538446.621,559409.869,7995.35,8289.27,0.038932824875133,0.036761367544885,68018
2305506,1422457.526,1501965.86,13943.88,14637.05,0.055895049621327,0.049711414613436,102498
2306405,1329819.959,1560065.114,10534.56,12239.16,0.173140095726297,0.161810270196382,129358
2307304,4183987.276,4427525.372,15597.46,16375.01,0.058207178926421,0.049851065493997,274207
2307601,924249.139,916868.662,15785.1,15562.57,-0.007985376116212,-0.014097471666318,59540
2307650,8100726.027,8537587.909,36295.53,37977.92,0.053928731886985,0.046352539830662,227886
2311306,971817.668,937277.308,11301.39,10822.44,-0.035542016920812,-0.042379742668822,87728
2312908,4143824.123,4455730.998,20344.58,21679.33,0.075270297614414,0.065607154337912,208935
2402006,1060507.416,1145089.488,15653.94,16784.75,0.079756228691945,0.072238043585192993,67952
2403251,5210838.348,5022893.71,20958.79,19720.13,-0.036068023118034,-0.059099785817788,261469
2408003,5818422.799,6166118.898,19930.41,20858.33,0.059757791932851,0.046557998555976,297378
2408102,21861052.963,23454682.58,24908.28,26497.08,0.072898117931338,0.063786018143364,884122
2501807,1225858.381,1355755.791,12692.28,13975.42,0.105964450717411,0.101096099361186,96880
2503209,2482531.603,2895223.363,37131.41,42556.16,0.166238270441869,0.146095987197901,67736
2504009,8373970.366,8648689.518,20536.82,21077.3,0.032806320060006,0.026317609055345,409731
2507507,18740050.091,19737916.963,23374.87,24319.82,0.053247823093025,0.040425893277695,809015
2510808,1546308.716,1711982.422,14442.44,15882.57,0.10714141638454,0.099715145086287,107605
2516201,1048493.826,1085478.995,15152.52,15606.28,0.035274570133711,0.029946173969742,69444
2601102,786322.577,987496.546,9441.12,11790.02,0.25584152723622,0.248794634534886,84418
2601201,948980.305,978163.707,12972.36,13278.18,0.030752378996949,0.023574738906413,74338
2601706,1504741.436,1804833.052,19870.08,23752.18,0.199430685445682,0.195374150481528,76439
2602902,8656730.551,9964400.69,42720.6,48689.25,0.151058200471417,0.13971362761759,207048
2604106,6261484.018,6877207.881,17804.19,19311.06,0.098335132890217,0.084635695305431,361118
2606002,2090674.019,2342966.559,15170.7,16899.4,0.120675216560387,0.113949916615581,139788
2606200,5570160.798,9146860.378,70561.96,115419.25,0.64211783280731,0.635714909279731,79758
2606804,2349046.302,2479117.465,20613.63,21483.19,0.055371902584149,0.042183739593657,117019
2607901,13405929.846,13545568.849,19397.26,19463.25,0.01041621167678,0.003402026884209,702298
2608800,410108.999,451193.633,10364.14,11311.51,0.100179791470511,0.091408452606777,40288
2609600,5271214.262,5438691.004,13510.95,13917.85,0.031771947349462,0.030116313064588,392482
2610707,3803797.624,4019150.409,11682.78,12240.33,0.056615205719998,0.047724086219205,331774
2611101,5764620.81,5990719.128,17071.1,17454.51,0.039221715608385,0.022459595456649,349145
2611606,49405396.809,51859618.333,30392.42,31743.72,0.049675170781199,0.044461744079609,1645727
2612208,784308.634,792726.114,13046.37,13113.1,0.010732356670703,0.005114832708255,60930
2612505,1300316.517,1428396.241,12544.05,13505.89,0.098498882637819,0.076676990286231,107937
2613909,1284215.861,1337329.614,15113.76,15628.85,0.041358898151781,0.0340808640603,86350
2616407,3207949.009,3691942.858,23466.04,26835.27,0.150873298684655,0.143578976256752,138757
2700300,3892759.967,4100974.717,16730.75,17511.69,0.053487692990345,0.046676927214859,231747
2702405,457367.581,475854.878,8744.07,9047.19,0.040421091848222,0.03466577920808,52016
2704302,21305267.563,21827916.596,20852.58,21210.09,0.024531446575572,0.017144641094771,1018948
2706307,724987.074,778610.249,9790.64,10492.27,0.073964318707288,0.071663343765066,73218
2707701,983459.086,1020537.237,12993.59,13424.77,0.037701772781222,0.033184054599229,75120
2800308,16567686.352,16373280.053,25825.55,25185.55,-0.011734064423336,-0.024781660022729,657013
2802908,1627832.769,1805071.517,17245.27,18961.63,0.108880194191496,0.099526420867867,95427
2803500,1372788.745,1505153.393,13303.76,14458.87,0.09642026020544,0.086825829690253,104408
2804805,2444144.149,2597290.002,13604.2,14276.47,0.062658273679422,0.049416356713368,183628
2900702,3171737.062,3509539.996,20415.14,22500.08,0.106504078805004,0.10212714681359,151596
2903201,3379007.307,3889951.663,21727.3,24676.48,0.151211379431326,0.13573614761153,155439
2905701,21964986.736,23103227.39,75203.5,77816.68,0.051820684787141,0.03474811677648,299132
2910800,13104860.393,13657295.097,21047.28,21765.41,0.042154947663165,0.034119848265429,614872
2914000,695660.775,647843.915,11095.6,10343.82,-0.068735886395205,-0.067754785680811,59595
2914604,1016125.035,1080881.345,13747.21,14511.79,0.063728682759991,0.055617103397708,72967
2917508,1269910.208,1269589.577,15220.35,15180.12,-2.5248320549e-4,-0.002643171806167,80518
2917607,552457.455,514486.952,9909.37,9181.86,-0.068730184842921,-0.073416372584735,54423
2918407,3434922.071,3700881.797,15595.35,16687.7,0.077428168820893,0.070043314193013,216707
2919207,6111159.967,6286762.794,31397.08,31809.81,0.028734778331487,0.013145489962761,198440
2919504,419473.621,417738.565,9040.57,8937.69,-0.004136269632078,-0.011379813440967,45732
2924009,2268226.399,2887775.981,18912.92,23924.05,0.273142743719561,0.264958028691498,117782
2927408,61168158.114,62717483.401,20819.01,21231.48,0.025328951120491,0.019812181270867,2872347
2928703,2094970.044,2094611.493,20444.92,20268.73,-1.71148509272e-4,-0.008617788673176,101512
2930105,796343.762,813589.254,9859.52,10017.35,0.021655838625129,0.016007878679692,79015
2930501,821646.012,851147.079,9944.76,10243.92,0.035904838055735,0.030082173928783,80861
2930709,4998265.631,5322068.096,37113.81,39118.47,0.064782964513076,0.054013856297696,134377
2932903,1407503.496,1435289.671,14354.52,14534.73,0.019741460734532,0.012554233788381,96562
5218003,843256.524,921704.493,18716.16,20344.43,0.093029780105206,0.0869980808029,45394
3541406,7397140.445,7806812.759,33059.99,34655.21,0.055382524780493,0.048252283197908,228743
4203006,2733644.562,3073698.157,35700.78,39751.41,0.124395687620489,0.113460546240166,78595
4302105,5151925.385,5531265.954,45112,48069.12,0.073630835202789,0.065550629544245,120454
4309308,5944685.739,5629241.991,59934.73,56669.84,-0.053063149483334,-0.054474092066486,98143
5211909,4124965.263,4510376.049,42491.68,45964.21,0.093433704631902,0.08172258663343,100882
5218805,8619820.97,9498289.147,40614.13,43761.24,0.101912578005666,0.077488056496594,235647
2904605,1373112.324,1699700.794,19764.69,24394,0.237845414604261,0.234221229880155,67195
2905206,637773.508,867207.901,12102.88,16407.92,0.359742745852655,0.355703766376267,50975
2911709,1196901.953,1263761.417,13865.87,14558.12,0.055860435211438,0.04992474327251,84481
2918001,2441995.168,2557370.367,15085.22,15765.9,0.047246284723197,0.045122311772715,155966
1600303,9337263.882,9994877.203,20058.78,21054.88,0.070428910365029,0.049659052046037,503327
1600600,1758526.939,1909859.508,15445.46,16539.73,0.086056440560448,0.070847355792576,121364
4102000,1155198.28,1151648.642,33930.51,33808.38,-0.003072752151258,-0.003599415393403,33362
4104303,3362794.282,3435759.695,35947.64,36491.24,0.021697852107862,0.015121994100308,94859
4104808,10816720.288,11374860.961,34205.66,35590.04,0.05159980642369,0.040472249329497,328454
4105508,2491858.229,2716202.148,31722,34135.58,0.090030771570031,0.076085366622533,82620
4108403,2843645.91,3069185.799,32502.15,34693.79,0.079313633320824,0.067430616128471,91093
4114609,2078276.247,2199043.85,40507.47,42456.68,0.058109504534986,0.0481197665517,52944
4115200,16092130.185,16906177.37,39924.6,41569.88,0.050586664142128,0.041209680247266,423666
4118402,2224810.021,2648763.04,25479.98,30150.97,0.190556953177262,0.183320002605968,88374
4118501,3333655.295,3598921.782,41739.04,44590.78,0.079572260334733,0.068323085533352,82881
4127700,5407334.646,5929258.473,40406.31,43746.1,0.096521458568518,0.08265515955305,140635
4128104,3159548.857,3284406.092,28951.63,29870.46,0.03951742500306,0.03173672777664,111557
4101804,16979842.877,16972344.975,125350.42,123478.34,-4.4157664204e-4,-0.014934772456287,143843
4104204,3810959.602,4151593.07,30313.31,32610.37,0.089382597449009,0.075777274075315,132002
4104907,2505435.911,2658988.598,35208.98,37188.13,0.061287812761777,0.056211511949508,71484
4105805,4685616.312,4733738.01,19943.8,19939.76,0.010270089310719,-2.02569219507e-4,243726
4106407,1407158.651,1447867.116,28944.95,29744.38,0.028929548897042,0.027618980167525,47845
4106902,83746836.773,84702356.72,44216.98,44384.92,0.011409624337096,0.003798088426663,1933105
4113700,18474866.202,19235187.722,33384.71,34444.56,0.041154372198793,0.03174656901318,569733
4118204,8308347.567,9856373.504,54721.74,64431.27,0.186321759473402,0.177434599119107,154936
4119152,5386041.042,5593789.573,41994.46,43213.64,0.038571657620131,0.029031924687209,132157
4119905,12973746.429,14533644.789,38031.68,42208.23,0.120234996771109,0.109817657279405,351736
4124103,1005825.879,1141373.679,22075.98,24910.49,0.134762688880866,0.128397923897376,45993
4125506,20145047.721,22581192.463,66538.23,73427.61,0.120930204571343,0.103540175324772,323340
4128203,1407132.63,1530300.141,24839.06,26834.66,0.087530847038918,0.080341204538336,57517
4101408,2977108.896,3167647.362,22627.39,23872.36,0.064001174513974,0.055020486233719,134996
4101507,4035335.109,4474057.009,34501.84,37763.08,0.108720066152999,0.094523654390607,123027
4103701,3605364.443,3840715.073,34470.75,36457.75,0.065277902891882,0.05764307420059,106533
4109401,5239646.946,5606255.298,29229.97,31083.01,0.069968140177817,0.063395207042634,181504
4108304,13550780.66,13463838.397,51345.25,50990.89,-0.006416033524669,-0.006901514745765,258532
1301902,1891521.729,1978815.238,19202.68,19817.09,0.046149884329455,0.031996054717362,101337
1302504,1316859.655,1525165.205,13813.7,15811.37,0.158183561330232,0.144615128459428,97377
1302603,70234306.331,73201651.248,33534.48,34362.71,0.042249223663084,0.02469786321422,2182763
1303403,1027339.95,1092091.941,9114.41,9593.89,0.063028787111803,0.052606806145433,114273
1304203,657169.849,744799.604,10560.34,12008.83,0.133344150120922,0.137163197397054,59849
1100023,2184346.102,2296073.705,20627.28,21389.67,0.051149221681354,0.036960277845649,107863
1100049,1947282.542,2127523.254,22159.18,24037.91,0.092560123203734,0.084783371947879,85359
1100122,2985774.615,3026758.784,22695.16,22814.71,0.013726477810516,0.005267642968809,128969
1100189,1000682.225,1076410.808,26482.88,28288.63,0.07567695428986,0.068185559878684,36660
1100205,14751261.498,16514535.198,28855.07,31793.2,0.11953375650205,0.101823700306393,529.544(1)
1100304,2421840.15,2555581.99,25834.34,26723.64,0.055223231805782,0.034423174735642,99854
