StationID,RzSocial,Endereco,Bairro,Bandeira,PcVenda,PcCompra,ModCompra,Fornecedor,DtColeta,Cidade,Produto,UnidMedida,DtInicial,DtFinal,Estado,CodIBGE,Place,Lon,Lat,DistMean,DistDev,DistMin,DistMax,RefinMean,RefinDev,RefinMin,RefinMax
316,PARADISE AUTO POSTO CUIABA LTDA,"RUA BARAO DE MELGACO, 1029 ESQ C/ AV 8 DE ABRIL",Porto,PETROBRAS DISTRIBUIDORA S.A.,3.899,NA,"NA","NA",2020-04-27,CUIABA,Gasolina,R$/l,2020-04-26,2020-05-02,MATO GROSSO,5103403,"RUA BARAO DE MELGACO, 1029 ESQ C/ AV 8 DE ABRIL, Porto, CUIABA, MATO GROSSO, BRAZIL",-56.1160247,-15.615463,222991.63812930076,183661.2311059586,9798.629006841962,428986.78057966824,1697701.6168428804,402072.02895862004,1229224.9981604484,2448988.2774086203
317,AUTO POSTO CANELA LTDA,"AVENIDA TENENTE CORONEL DUARTE, 2148",Dom Aquino,IDAZA,3.899,NA,"NA","NA",2020-04-28,CUIABA,Gasolina,R$/l,2020-04-26,2020-05-02,MATO GROSSO,5103403,"AVENIDA TENENTE CORONEL DUARTE, 2148, Dom Aquino, CUIABA, MATO GROSSO, BRAZIL",-56.101216,-15.612316999999999,222115.78807459594,183673.1065150026,11122.218355544057,428386.85008380207,1696706.7027560968,401795.5272362017,1228260.2998021913,2447409.3561158217
318,COMERCIAL AMAZONIA DE PETROLEO EIRELI,"AVENIDA MIGUEL SUTIL, 9920",Santa Rosa,BRANCA,3.899,NA,"NA","NA",2020-04-27,CUIABA,Gasolina,R$/l,2020-04-26,2020-05-02,MATO GROSSO,5103403,"AVENIDA MIGUEL SUTIL, 9920, Santa Rosa, CUIABA, MATO GROSSO, BRAZIL",-56.110435,-15.579806,223168.46761854476,182004.06738739894,13382.88488179852,424996.23758347915,1698384.8959015217,400686.2859700543,1231377.9548482613,2446713.6152595673
319,COMERCIAL AMAZONIA DE PETROLEO EIRELI,"AVENIDA HISTORIADOR RUBENS DE MENDONCA, 3075",Alvorada,BRANCA,3.899,NA,"NA","NA",2020-04-28,CUIABA,Gasolina,R$/l,2020-04-26,2020-05-02,MATO GROSSO,5103403,"AVENIDA HISTORIADOR RUBENS DE MENDONCA, 3075, Alvorada, CUIABA, MATO GROSSO, BRAZIL",-56.074303,-15.576133,221210.1680724645,181982.56174514038,13984.723058804724,423979.3217438654,1695839.003635412,400158.320714705,1228740.9749824808,2443054.43846876
320,COMERCIO DE COMBUSTIVEIS PIONEIRA LTDA,"RODOVIA PALMIRO PAES DE BARROS KM 02, S/N",Jd. Jockei Club,PETROBRAS DISTRIBUIDORA S.A.,3.899,NA,"NA","NA",2020-04-28,CUIABA,Gasolina,R$/l,2020-04-26,2020-05-02,MATO GROSSO,5103403,"RODOVIA PALMIRO PAES DE BARROS KM 02, S/N, Jd. Jockei Club, CUIABA, MATO GROSSO, BRAZIL",-56.0446232,-15.6759648,218520.48625735042,186570.438431031,6462.175425882013,434429.67850727827,1690592.8987812256,403590.3784866762,1219054.8929358448,2445084.4658826045
321,MARMELEIRO AUTO POSTO LTDA,"AVENIDA MIGUEL SUTIL, 11954",Cidade Verde,IDAZA,3.899,NA,"NA","NA",2020-04-27,CUIABA,Gasolina,R$/l,2020-04-26,2020-05-02,MATO GROSSO,5103403,"AVENIDA MIGUEL SUTIL, 11954, Cidade Verde, CUIABA, MATO GROSSO, BRAZIL",-56.1287446,-15.6112535,223833.7411760539,183333.42149573544,9388.598820992536,428752.2512678976,1698768.4816242005,402052.3435891804,1230558.1599416826,2450007.7559717232
322,RENASCENCA AUTO POSTO LTDA,"AVENIDA MAL. DEODORO, 309",Santa Helena,IDAZA,3.899,NA,"NA","NA",2020-04-27,CUIABA,Gasolina,R$/l,2020-04-26,2020-05-02,MATO GROSSO,5103403,"AVENIDA MAL. DEODORO, 309, Santa Helena, CUIABA, MATO GROSSO, BRAZIL",-56.0933376,-15.5840096,222096.6307603377,182337.063625377,14036.049388070205,425159.9206826767,1696996.5874606092,400656.8374750156,1229694.5257164547,2445271.2385613443
323,COMERCIO DE COMBUSTIVEIS SAO CARLOS LTDA,"AVENIDA GOVERNADOR DANTE MARTINS DE OLIVEIRA, 01",Carumbe,RAIZEN,3.899,NA,"NA","NA",2020-04-28,CUIABA,Gasolina,R$/l,2020-04-26,2020-05-02,MATO GROSSO,5103403,"AVENIDA GOVERNADOR DANTE MARTINS DE OLIVEIRA, 01, Carumbe, CUIABA, MATO GROSSO, BRAZIL",-56.0369767,-15.5800357,219255.50348996467,182166.53891622365,11235.296535823665,423807.25028804445,1692975.4615805042,399901.6113420848,1225457.7785284698,2439650.749805779
324,PANAMERICANO AUTO POSTO CUIABÁ LTDA.,"AVENIDA DANTE MARTINS DE OLIVEIRA, 678",Areão,BRANCA,3.899,NA,"NA","NA",2020-04-28,CUIABA,Gasolina,R$/l,2020-04-26,2020-05-02,MATO GROSSO,5103403,"AVENIDA DANTE MARTINS DE OLIVEIRA, 678, Areão, CUIABA, MATO GROSSO, BRAZIL",-56.0350601,-15.5765518,219263.70390433626,181939.81096867056,11473.61164419526,423396.0553995016,1692942.4175941295,399751.09256081656,1225559.9482401258,2439296.242267967
325,"LIDERGÁS TRANSPORTE, COMÉRCIO E DISTRIBUIDORA LTDA.","AVENIDA COXIPO MIRIM, 240",Novo Horizonte,BRANCA,3.979,NA,"NA","NA",2020-04-28,CUIABA,Gasolina,R$/l,2020-04-26,2020-05-02,MATO GROSSO,5103403,"AVENIDA COXIPO MIRIM, 240, Novo Horizonte, CUIABA, MATO GROSSO, BRAZIL",-56.01037969999999,-15.5601814,218754.1097845895,180615.9019133063,12254.330811411592,421227.7902918615,1691638.505376384,398875.7506785708,1224786.838172355,2436121.5011926056
326,DEM & DEM COMERCIO DE COMBUSTIVES LTDA,"AVENIDA DEPUTADO MILTON FIGUEIREDO, 645 SETOR CENTRO NORTE",Morada do Ouro,BRANCA,3.979,NA,"NA","NA",2020-04-28,CUIABA,Gasolina,R$/l,2020-04-26,2020-05-02,MATO GROSSO,5103403,"AVENIDA DEPUTADO MILTON FIGUEIREDO, 645 SETOR CENTRO NORTE, Morada do Ouro, CUIABA, MATO GROSSO, BRAZIL",-56.0604957,-15.567556,220706.90220844434,181487.66786094927,13769.539335644904,422815.0439002558,1695088.9439351547,399690.36592097406,1228261.3417039702,2441306.91340182
327,REDE VIP COMERCIO DE COMBUSTIVEL E SERVICOS LTDA,"AVENIDA REPUBLICA DO LIBANO, 30",Rodoviaria Parque,IPIRANGA,3.989,NA,"NA","NA",2020-04-27,CUIABA,Gasolina,R$/l,2020-04-26,2020-05-02,MATO GROSSO,5103403,"AVENIDA REPUBLICA DO LIBANO, 30, Rodoviaria Parque, CUIABA, MATO GROSSO, BRAZIL",-56.08789359999999,-15.5805202,221858.05538976574,182179.02547563965,14696.64995485579,424686.26857850084,1696703.4458305445,400468.3159534812,1229512.0395047686,2444577.013671033
328,AUTO POSTO M J LTDA.,"RUA COMANDANTE COSTA, 2240",Porto,IPIRANGA,3.989,NA,"NA","NA",2020-04-27,CUIABA,Gasolina,R$/l,2020-04-26,2020-05-02,MATO GROSSO,5103403,"RUA COMANDANTE COSTA, 2240, Porto, CUIABA, MATO GROSSO, BRAZIL",-56.108417,-15.6059452,222632.96562098703,183310.58366187548,11130.330853820387,427815.0368513718,1697432.7367787322,401635.5071917829,1229305.788086516,2447791.8912499803
329,AUTO POSTO GOIABEIRAS LTDA,"AVENIDA SEBASTIÃO GOMES GUIMARÃES, 07",Nova Esperança I,BRANCA,3.989,NA,"NA","NA",2020-04-27,CUIABA,Gasolina,R$/l,2020-04-26,2020-05-02,MATO GROSSO,5103403,"AVENIDA SEBASTIÃO GOMES GUIMARÃES, 07, Nova Esperança I, CUIABA, MATO GROSSO, BRAZIL",-55.96316419999999,-15.6309972,215306.53322668181,184168.4942380522,4613.371189062564,428328.89156066056,1685987.7938016292,401037.42535213946,1215794.3433621994,2435049.287099471
330,MONTE LIBANO AUTO POSTO LTDA,"AVENIDA REPUBLICA DO LIBANO, 535",Despraiado,RAIZEN,3.999,NA,"NA","NA",2020-04-27,CUIABA,Gasolina,R$/l,2020-04-26,2020-05-02,MATO GROSSO,5103403,"AVENIDA REPUBLICA DO LIBANO, 535, Despraiado, CUIABA, MATO GROSSO, BRAZIL",-56.0874675,-15.5765,221918.0630672593,181961.81103417894,14960.287593766467,424239.77412168164,1696796.043493258,400314.4411401362,1229772.1734636326,2444340.2641973216
331,G. J. G. DERIVADOS DE PETROLEO LTDA,"AVENIDA CARMINDO DE CAMPOS, 1621",Jardim Paulista,RAIZEN,3.999,NA,"NA","NA",2020-04-28,CUIABA,Gasolina,R$/l,2020-04-26,2020-05-02,MATO GROSSO,5103403,"AVENIDA CARMINDO DE CAMPOS, 1621, Jardim Paulista, CUIABA, MATO GROSSO, BRAZIL",-56.0827158,-15.6211091,220902.83641754717,184242.16685144015,11708.876273788124,429035.7801518708,1695074.498835648,401925.92963550525,1226127.536550699,2446058.1846729717
332,B & M COMERCIAL DE COMBUSTIVEIS E LUBRIFICANTES LTDA,"AVENIDA MIGUEL SUTIL, 5527",Araes,RAIZEN,3.999,NA,"NA","NA",2020-04-27,CUIABA,Gasolina,R$/l,2020-04-26,2020-05-02,MATO GROSSO,5103403,"AVENIDA MIGUEL SUTIL, 5527, Araes, CUIABA, MATO GROSSO, BRAZIL",-56.09461229999999,-15.5783781,222280.03936615543,182029.91705957576,14450.467002046456,424566.46729626786,1697263.9245355835,400461.57990379294,1230209.221305465,2445119.8919815463
333,PETROPAULO COMERCIO DE DERIVADOS DE PETROLEO LTDA.,"AVENIDA MIGUEL SUTIL, 6692",Jardim Santa Marta,RAIZEN,3.999,NA,"NA","NA",2020-04-27,CUIABA,Gasolina,R$/l,2020-04-26,2020-05-02,MATO GROSSO,5103403,"AVENIDA MIGUEL SUTIL, 6692, Jardim Santa Marta, CUIABA, MATO GROSSO, BRAZIL",-56.1017912,-15.575715,222743.30094847985,181846.89431775128,14256.450859171258,424399.07351563853,1697874.4473506575,400440.7447432039,1230981.6223129984,2445681.8970029177
334,G. J. G. DERIVADOS DE PETROLEO LTDA,"AVENIDA DOS TRABALHADORES, 4895 E",Jd. Três Lagoas,RAIZEN,3.999,NA,"NA","NA",2020-04-28,CUIABA,Gasolina,R$/l,2020-04-26,2020-05-02,MATO GROSSO,5103403,"AVENIDA DOS TRABALHADORES, 4895 E, Jd. Três Lagoas, CUIABA, MATO GROSSO, BRAZIL",-56.0340334,-15.5749269,219263.06886013367,181831.71275698082,11582.232010849048,423202.2352943082,1692917.2841063882,399679.47860729037,1225596.9988373842,2439118.122119751
335,G. J. G. DERIVADOS DE PETROLEO LTDA,"AVENIDA FERNANDO CORREA DA COSTA, 8200",Jardim Comodoro,RAIZEN,3.999,NA,"NA","NA",2020-04-28,CUIABA,Gasolina,R$/l,2020-04-26,2020-05-02,MATO GROSSO,5103403,"AVENIDA FERNANDO CORREA DA COSTA, 8200, Jardim Comodoro, CUIABA, MATO GROSSO, BRAZIL",-56.06034529999999,-15.6251991,219540.96039696396,184618.90333394395,9382.244378907826,429118.7989727193,1693302.5317718936,401840.98686914967,1224026.9597753282,2444106.1268684114
336,AUTO POSTO ARENA COMERCIO DE COMBUSTIVEIS LTDA,"AVENIDA SAO SEBASTIAO, 1153",Cidade Alta,RAIZEN,3.999,NA,"NA","NA",2020-04-27,CUIABA,Gasolina,R$/l,2020-04-26,2020-05-02,MATO GROSSO,5103403,"AVENIDA SAO SEBASTIAO, 1153, Cidade Alta, CUIABA, MATO GROSSO, BRAZIL",-56.11349999999999,-15.6025616,222988.1392543806,183103.03264389618,11094.837002937054,427534.1346336117,1697911.1372584116,401564.3977221941,1229962.4681698598,2448116.4368992806
337,MORADA AUTO POSTO LTDA,"AVENIDA MIGUEL SUTIL, 200",Duque de Caxias,RAIZEN,3.999,NA,"NA","NA",2020-04-27,CUIABA,Gasolina,R$/l,2020-04-26,2020-05-02,MATO GROSSO,5103403,"AVENIDA MIGUEL SUTIL, 200, Duque de Caxias, CUIABA, MATO GROSSO, BRAZIL",-56.109272,-15.57875,223119.56806599145,181957.72368182917,13547.106440358046,424860.59753571515,1698331.7635043012,400634.51289786387,1231361.5636584042,2446550.2137156534
338,B & M COMERCIAL DE COMBUSTIVEIS E LUBRIFICANTES LTDA,"AVENIDA MIGUEL SUTIL, 9275",Duque de Caxias I,RAIZEN,3.999,NA,"NA","NA",2020-04-27,CUIABA,Gasolina,R$/l,2020-04-26,2020-05-02,MATO GROSSO,5103403,"AVENIDA MIGUEL SUTIL, 9275, Duque de Caxias I, CUIABA, MATO GROSSO, BRAZIL",-56.1113513,-15.583089,223163.4225817001,182165.95016101975,13020.690267993623,425370.69030324614,1698351.3192006769,400817.9371757069,1231211.6962163572,2446961.5721183326
339,ESTACAO AUTO POSTO EIRELI,"RODOVIA PALMIRO PAES DE BARROS, 1.239",Jardim Mossoro,RAIZEN,3.999,NA,"NA","NA",2020-04-28,CUIABA,Gasolina,R$/l,2020-04-26,2020-05-02,MATO GROSSO,5103403,"RODOVIA PALMIRO PAES DE BARROS, 1.239, Jardim Mossoro, CUIABA, MATO GROSSO, BRAZIL",-56.05159159999999,-15.6527999,218821.784522097,185841.48317065375,7349.866596986631,432001.24473516486,1691813.064899676,402787.15650310693,1221306.0777574177,2444616.5520964777
340,COMERCIAL DE COMBUSTIVEIS PARAISO EIRELI,"AVENIDA JOSE TORQUATO, 2.896 HIST. RUBENS MENDONCA",Novo Paraiso,BRANCA,4.07,NA,"NA","NA",2020-04-28,CUIABA,Gasolina,R$/l,2020-04-26,2020-05-02,MATO GROSSO,5103403,"AVENIDA JOSE TORQUATO, 2.896 HIST. RUBENS MENDONCA, Novo Paraiso, CUIABA, MATO GROSSO, BRAZIL",-56.0558723,-15.5479504,221015.39893394944,180277.07877174972,15323.460451432808,420595.57988715376,1695356.3410034745,398913.08889982075,1229330.9604257387,2439907.3394778366
341,PEGORARO COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA.,"RUA BARÃO DE MELGAÇO, 1575 EM FRENTE ACADEMIA MOVIMENTO",Porto,IPIRANGA,4.397,NA,"NA","NA",2020-04-27,CUIABA,Gasolina,R$/l,2020-04-26,2020-05-02,MATO GROSSO,5103403,"RUA BARÃO DE MELGAÇO, 1575 EM FRENTE ACADEMIA MOVIMENTO, Porto, CUIABA, MATO GROSSO, BRAZIL",-56.109813,-15.609548,222673.1619535918,183462.77160262543,10727.777435856764,428232.6748541209,1697425.0800002124,401784.7429934985,1229155.4147548708,2448101.90755866
342,AUTO POSTOS ANDRADE LTDA,"RUA LARANJEIRAS, 760",Centro,BRANCA,3.9,NA,"NA","NA",2020-04-27,ARACAJU,Gasolina,R$/l,2020-04-26,2020-05-02,SERGIPE,2800308,"RUA LARANJEIRAS, 760, Centro, ARACAJU, SERGIPE, BRAZIL",-37.05506889999999,-10.9115168,222375.96087260966,88822.8159446515,8948.714053795053,360095.3461486382,1464043.2077849652,805434.4081992623,237087.62679121303,2803993.3530247444
343,REDE DE POSTOS PRESIDENTE LTDA,"RUA LARANJEIRAS, 1781",Getulio Vargas,PETROBRAS DISTRIBUIDORA S.A.,3.9,NA,"NA","NA",2020-04-27,ARACAJU,Gasolina,R$/l,2020-04-26,2020-05-02,SERGIPE,2800308,"RUA LARANJEIRAS, 1781, Getulio Vargas, ARACAJU, SERGIPE, BRAZIL",-37.064527,-10.9115998,221978.6606458068,88896.60059417221,8230.915069953204,360764.6430775606,1463585.840634125,805238.0609780131,236476.7439868481,2803450.91800239
344,POSTO SÃO CARLOS LTDA,"AVENIDA RIO BRANCO, 353",Centro,PETROX DISTRIBUIDORA,3.979,NA,"NA","NA",2020-04-27,ARACAJU,Gasolina,R$/l,2020-04-26,2020-05-02,SERGIPE,2800308,"AVENIDA RIO BRANCO, 353, Centro, ARACAJU, SERGIPE, BRAZIL",-37.0477279,-10.9095295,222744.83328993147,88832.73940468076,9411.296850368231,359413.3676743451,1464490.830474592,805639.5767845333,237735.9679836513,2804596.5573011697
345,A.C. COMERCIO DE COMBUSTIVEIS LTDA,"AVENIDA ADELIA FRANCO, 3380",Inacio Barbosa,BRANCA,3.99,NA,"NA","NA",2020-04-27,ARACAJU,Gasolina,R$/l,2020-04-26,2020-05-02,SERGIPE,2800308,"AVENIDA ADELIA FRANCO, 3380, Inacio Barbosa, ARACAJU, SERGIPE, BRAZIL",-37.0700446,-10.9443558,220892.27386493218,87539.77507152523,10907.634626570016,363936.17628682044,1461752.6324687628,804225.0557878688,233185.31096189725,2800037.786651343
346,AMARAL E CIA LTDA.,"RUA MARIANO SALMERON, 709",Siqueira Campos,PETROBRAS DISTRIBUIDORA S.A.,3.999,NA,"NA","NA",2020-04-27,ARACAJU,Gasolina,R$/l,2020-04-26,2020-05-02,SERGIPE,2800308,"RUA MARIANO SALMERON, 709, Siqueira Campos, ARACAJU, SERGIPE, BRAZIL",-37.0736973,-10.910872,221624.8302125916,88988.48274689498,7532.944132346495,361346.7667593347,1463182.025765461,805069.3054639257,235960.11533031153,2803001.757062055
347,POSTO BEL SANTA RITA LTDA,"RUA FIRMINO FONTES, 233",Farolandia,PETROBRAS DISTRIBUIDORA S.A.,3.999,NA,"NA","NA",2020-04-27,ARACAJU,Gasolina,R$/l,2020-04-26,2020-05-02,SERGIPE,2800308,"RUA FIRMINO FONTES, 233, Farolandia, ARACAJU, SERGIPE, BRAZIL",-37.0537478,-10.9831101,220579.27524202125,85856.01198422973,15541.369774111628,366126.8435770604,1460690.243577117,803490.7007658782,230798.32437950792,2797292.860515782
348,POSTO VALADARES LTDA,"RUA NICEU DANTAS, S/N",Atalaia Velha,PETROBRAS DISTRIBUIDORA S.A.,3.999,NA,"NA","NA",2020-04-27,ARACAJU,Gasolina,R$/l,2020-04-26,2020-05-02,SERGIPE,2800308,"RUA NICEU DANTAS, S/N, Atalaia Velha, ARACAJU, SERGIPE, BRAZIL",-37.0526972,-10.9930003,220383.17990150015,85446.10317234005,16582.584599738322,366906.2053087818,1460271.1506303267,803240.3657117708,229994.71836728978,2796416.882897349
349,POSTO PIRANEMA LTDA,"AVENIDA PREFEITO HERACLITO ROLLEMBERG, 2760",Farolandia,PETROBRAS DISTRIBUIDORA S.A.,3.999,NA,"NA","NA",2020-04-27,ARACAJU,Gasolina,R$/l,2020-04-26,2020-05-02,SERGIPE,2800308,"AVENIDA PREFEITO HERACLITO ROLLEMBERG, 2760, Farolandia, ARACAJU, SERGIPE, BRAZIL",-37.0727276,-10.976107,219997.81717688253,86195.11851111922,14035.224138596506,366834.7434469612,1460107.2395257794,803301.8133545398,230178.92271573818,2796880.8139847126
350,POSTO CARMOPOLIS LTDA,"AVENIDA JOAO RIBEIRO, 680/684 0",Santo Antônio,PETROBRAS DISTRIBUIDORA S.A.,4.05,NA,"NA","NA",2020-04-27,ARACAJU,Gasolina,R$/l,2020-04-26,2020-05-02,SERGIPE,2800308,"AVENIDA JOAO RIBEIRO, 680/684 0, Santo Antônio, ARACAJU, SERGIPE, BRAZIL",-37.0539748,-10.9036472,222645.14970263213,89124.35790565633,8471.77024671911,359350.01926293975,1464472.7403254295,805674.2511061495,237863.93852884579,2804800.2835770384
351,LUBRIFICANTES E ACESSÓRIOS LTDA.,"AVENIDA BEIRA MAR, 06",13 de Julho,PETROBRAS DISTRIBUIDORA S.A.,4.05,NA,"NA","NA",2020-04-27,ARACAJU,Gasolina,R$/l,2020-04-26,2020-05-02,SERGIPE,2800308,"AVENIDA BEIRA MAR, 06, 13 de Julho, ARACAJU, SERGIPE, BRAZIL",-37.0440118,-10.9258532,222449.43391505763,88152.83276148846,10919.841529879724,360546.42078156414,1463889.0662514616,805263.7777542662,236516.30643780789,2803261.662177169
352,ALPHA COMERCIAL DE COMBUSTIVEIS LTDA,"AVENIDA ROTARY, 20",Atalaia,PETROX DISTRIBUIDORA,4.188,NA,"NA","NA",2020-04-27,ARACAJU,Gasolina,R$/l,2020-04-26,2020-05-02,SERGIPE,2800308,"AVENIDA ROTARY, 20, Atalaia, ARACAJU, SERGIPE, BRAZIL",-37.04907040000001,-10.988198,220646.15846273265,85629.68229405899,16270.724680160509,366243.8613211868,1460675.0238509711,803444.2579977938,230657.4906662325,2797076.62723478
353,AUTO POSTO MEPS LTDA.,"AVENIDA FRANCISCO PORTO, 650",Salgado Filho,PETROBRAS DISTRIBUIDORA S.A.,4.188,NA,"NA","NA",2020-04-27,ARACAJU,Gasolina,R$/l,2020-04-26,2020-05-02,SERGIPE,2800308,"AVENIDA FRANCISCO PORTO, 650, Salgado Filho, ARACAJU, SERGIPE, BRAZIL",-37.0557316,-10.9328086,221770.13163497343,87957.27970732062,10652.823704049024,361954.94250828074,1462992.589924236,804833.6388792951,235138.86073387606,2801940.3053902895
354,PETROX COMERCIAL LTDA,"AVENIDA DEPUTADO PEDRO VALADARES, 680",Jardins,PETROBRAS DISTRIBUIDORA S.A.,4.189,NA,"NA","NA",2020-04-27,ARACAJU,Gasolina,R$/l,2020-04-26,2020-05-02,SERGIPE,2800308,"AVENIDA DEPUTADO PEDRO VALADARES, 680, Jardins, ARACAJU, SERGIPE, BRAZIL",-37.054325,-10.9343479,221787.64891688718,87884.43765470198,10881.475068569385,361988.45269682293,1462986.6909525217,804819.8184900333,235092.08815540787,2801874.1772951353
355,L. V. COMERCIO DE COMBUSTIVEIS LTDA,"RUA SAO CRISTOVAO, 1877",Getulio Vargas,BRANCA,4.19,NA,"NA","NA",2020-04-27,ARACAJU,Gasolina,R$/l,2020-04-26,2020-05-02,SERGIPE,2800308,"RUA SAO CRISTOVAO, 1877, Getulio Vargas, ARACAJU, SERGIPE, BRAZIL",-37.0653982,-10.9106387,221969.16744595207,88942.79042240982,8088.182328869777,360744.18495776056,1463590.213736198,805246.6223059316,236507.7738822003,2803492.697708877
356,PETROX COMERCIAL LTDA,"AVENIDA GOV. PAULO BARRETO DE MENEZES, 770",Treze de Julho,PETROX DISTRIBUIDORA,4.19,NA,"NA","NA",2020-04-27,ARACAJU,Gasolina,R$/l,2020-04-26,2020-05-02,SERGIPE,2800308,"AVENIDA GOV. PAULO BARRETO DE MENEZES, 770, Treze de Julho, ARACAJU, SERGIPE, BRAZIL",-37.0471318,-10.9306982,222185.77183111463,87982.92500388088,11073.254010330313,361176.96386341925,1463507.3557342445,805066.5562600829,235882.4549415333,2802626.5790729844
357,JARDINS DELICATESSEN LTDA,"AVENIDA SILVIO TEIXEIRA, 1020",Jardins,RAIZEN,4.19,NA,"NA","NA",2020-04-27,ARACAJU,Gasolina,R$/l,2020-04-26,2020-05-02,SERGIPE,2800308,"AVENIDA SILVIO TEIXEIRA, 1020, Jardins, ARACAJU, SERGIPE, BRAZIL",-37.0586211,-10.9400304,221462.16199463137,87673.26071328677,11120.653672666514,362772.1793932802,1462508.462753802,804576.0996653242,234307.509504034,2801093.2999988245
358,PETROX COMERCIAL LTDA,"AVENIDA JOÃO RIBEIRO, 555",Santo Antônio,PETROX DISTRIBUIDORA,4.19,NA,"NA","NA",2020-04-27,ARACAJU,Gasolina,R$/l,2020-04-26,2020-05-02,SERGIPE,2800308,"AVENIDA JOÃO RIBEIRO, 555, Santo Antônio, ARACAJU, SERGIPE, BRAZIL",-37.053553,-10.904741,222631.8337817228,89077.37647828464,8583.128539196454,359413.3974124443,1464440.548201093,805652.6765094952,237792.62757988094,2804720.5633638217
359,A.C. POSTO DE COMBUSTIVEIS LTDA.,"AVENIDA FRANCISCO PORTO, 140",Treze de Julho,RAIZEN,4.19,NA,"NA","NA",2020-04-27,ARACAJU,Gasolina,R$/l,2020-04-26,2020-05-02,SERGIPE,2800308,"AVENIDA FRANCISCO PORTO, 140, Treze de Julho, ARACAJU, SERGIPE, BRAZIL",-37.0519694,-10.9346126,221878.4931765331,87857.91346164739,11062.854134641291,361847.3256108063,1463087.4213975656,804860.358657799,235220.56860868543,2801982.3908075644
360,MARPA COMERCIAL LTDA - ME,"AVENIDA HERACLITO ROLLEMBERG, 4669",Sao Conrado,RAIZEN,4.199,NA,"NA","NA",2020-04-27,ARACAJU,Gasolina,R$/l,2020-04-26,2020-05-02,SERGIPE,2800308,"AVENIDA HERACLITO ROLLEMBERG, 4669, Sao Conrado, ARACAJU, SERGIPE, BRAZIL",-37.0799521,-10.9662964,219960.60461555296,86618.10317256996,12757.026308365124,366497.1285884366,1460227.9569218725,803423.6805813358,230586.03909228134,2797400.6240298306
361,POSTO PIRANEMA LTDA,"AVENIDA DOUTOR CARLOS FIRPO, 265 LOTE 04",Centro,PETROBRAS DISTRIBUIDORA S.A.,4.199,NA,"NA","NA",2020-04-27,ARACAJU,Gasolina,R$/l,2020-04-26,2020-05-02,SERGIPE,2800308,"AVENIDA DOUTOR CARLOS FIRPO, 265 LOTE 04, Centro, ARACAJU, SERGIPE, BRAZIL",-37.0521344,-10.9069425,222629.6021322896,88977.16023705492,8856.875656804365,359501.2211482433,1464403.1262387973,805620.9159860667,237685.66596654226,2804592.3227353864
362,REDE DE POSTOS PRESIDENTE LTDA,"TRAVESSA J DIST INDUSTRIAL, 4818",Inacio Barbosa,PETROBRAS DISTRIBUIDORA S.A.,4.199,NA,"NA","NA",2020-04-27,ARACAJU,Gasolina,R$/l,2020-04-26,2020-05-02,SERGIPE,2800308,"TRAVESSA J DIST INDUSTRIAL, 4818, Inacio Barbosa, ARACAJU, SERGIPE, BRAZIL",-37.0276299,-10.9112907,223573.10456125427,88552.4245796235,11312.687853111558,358164.84066353674,1465374.3127880876,806000.1307171461,238874.89214382562,2805566.932699242
363,COMERCIO DE COMBUSTIVEL FLORESTA LTDA,"RUA GILBERTO VIEIRA LEITE, 832",Tabuleiro dos Martins,BRANCA,3.63,NA,"NA","NA",2020-04-27,MACEIO,Gasolina,R$/l,2020-04-26,2020-05-02,ALAGOAS,2704302,"RUA GILBERTO VIEIRA LEITE, 832, Tabuleiro dos Martins, MACEIO, ALAGOAS, BRAZIL",-35.7709423,-9.599382,322764.32384319155,170854.31494023904,10166.660163246734,463535.1793749966,1591591.9798421136,874811.0893245015,158344.05348830653,3001195.785300731
364,MACEIO AUTO POSTO LTDA.,"AVENIDA JORGE BARROS, 221",Santa Amelia,BRANCA,3.639,NA,"NA","NA",2020-04-27,MACEIO,Gasolina,R$/l,2020-04-26,2020-05-02,ALAGOAS,2704302,"AVENIDA JORGE BARROS, 221, Santa Amelia, MACEIO, ALAGOAS, BRAZIL",-35.7751486,-9.590930499999999,323096.4954509399,170815.4361501826,11199.319102864463,463930.5754607247,1591767.483431105,875052.367175737,157814.73593598112,3001748.2016641055
365,LAGOA MAR COMERCIO DE COMBUSTIVEIS LTDA,"AVENIDA JORGE BARROS, 3777",Santa Amelia,BRANCA,3.649,NA,"NA","NA",2020-04-27,MACEIO,Gasolina,R$/l,2020-04-26,2020-05-02,ALAGOAS,2704302,"AVENIDA JORGE BARROS, 3777, Santa Amelia, MACEIO, ALAGOAS, BRAZIL",-35.7751486,-9.590930499999999,323096.4954509399,170815.4361501826,11199.319102864463,463930.5754607247,1591767.483431105,875052.367175737,157814.73593598112,3001748.2016641055
366,MAKRO ATACADISTA S.A,"AVENIDA DURVAL DE GOES MONTEIRO, 6775",Taboleiro dos Martins,PETROBRAS DISTRIBUIDORA S.A.,3.739,NA,"NA","NA",2020-04-27,MACEIO,Gasolina,R$/l,2020-04-26,2020-05-02,ALAGOAS,2704302,"AVENIDA DURVAL DE GOES MONTEIRO, 6775, Taboleiro dos Martins, MACEIO, ALAGOAS, BRAZIL",-35.7525661,-9.596957800000002,323651.75034010597,171773.889897811,9417.946824431321,465074.1526146341,1592694.132118126,875252.4042581227,157027.1121858036,3002484.9189979048
